,date,code,open,high,close_ground_truth,first_smallest_price,second_smallest_price,close_predictions
967,2023-02-24 09:00:00,TPB,24.0,24.2,23.95,23.9,23.95,23.93000030517578
968,2023-02-24 10:00:00,TPB,23.9,23.95,23.75,23.6,23.65,23.739999771118164
969,2023-02-24 11:00:00,TPB,23.7,23.7,23.55,23.55,23.6,23.549999237060547
970,2023-02-24 13:00:00,TPB,23.55,23.65,23.65,23.5,23.55,23.459999084472656
971,2023-02-24 14:00:00,TPB,23.65,23.8,23.5,23.5,23.55,23.559999465942383
972,2023-02-27 09:00:00,TPB,23.3,23.5,23.4,23.05,23.1,23.209999084472656
973,2023-02-27 10:00:00,TPB,23.35,23.4,23.15,23.1,23.15,23.209999084472656
974,2023-02-27 11:00:00,TPB,23.15,23.25,23.25,23.05,23.1,23.059999465942383
975,2023-02-27 13:00:00,TPB,23.2,23.5,23.4,23.1,23.15,23.18000030517578
976,2023-02-27 14:00:00,TPB,23.4,23.6,23.25,23.1,23.15,23.299999237060547
977,2023-02-28 09:00:00,TPB,23.4,23.6,23.45,23.35,23.4,23.350000381469727
978,2023-02-28 10:00:00,TPB,23.45,23.6,23.45,23.4,23.45,23.3799991607666
979,2023-02-28 11:00:00,TPB,23.45,23.5,23.4,23.4,23.45,23.350000381469727
980,2023-02-28 13:00:00,TPB,23.4,23.5,23.45,23.35,23.4,23.309999465942383
981,2023-02-28 14:00:00,TPB,23.45,23.5,23.3,23.3,23.35,23.329999923706055
982,2023-03-01 09:00:00,TPB,23.25,23.4,23.25,23.1,23.15,23.15999984741211
983,2023-03-01 10:00:00,TPB,23.2,23.6,23.6,23.2,23.25,23.229999542236328
984,2023-03-01 11:00:00,TPB,23.6,23.65,23.55,23.5,23.55,23.479999542236328
985,2023-03-01 13:00:00,TPB,23.55,23.85,23.75,23.5,23.55,23.530000686645508
986,2023-03-01 14:00:00,TPB,23.7,24.1,24.0,23.7,23.75,23.719999313354492
987,2023-03-02 09:00:00,TPB,24.0,24.2,24.05,23.8,23.85,23.90999984741211
988,2023-03-02 10:00:00,TPB,24.0,24.1,23.9,23.85,23.9,23.8799991607666
989,2023-03-02 11:00:00,TPB,23.9,23.95,23.95,23.85,23.9,23.790000915527344
990,2023-03-02 13:00:00,TPB,23.9,24.05,23.9,23.85,23.9,23.81999969482422
991,2023-03-02 14:00:00,TPB,23.85,24.0,23.8,23.8,23.85,23.770000457763672
992,2023-03-03 09:00:00,TPB,23.8,24.05,23.8,23.8,23.85,23.770000457763672
993,2023-03-03 10:00:00,TPB,23.8,23.85,23.7,23.7,23.75,23.68000030517578
994,2023-03-03 11:00:00,TPB,23.7,23.7,23.6,23.6,23.65,23.559999465942383
995,2023-03-03 13:00:00,TPB,23.65,23.85,23.8,23.5,23.55,23.56999969482422
996,2023-03-03 14:00:00,TPB,23.8,23.85,23.4,23.4,23.5,23.6200008392334
997,2023-03-06 09:00:00,TPB,23.6,23.95,23.75,23.6,23.65,23.610000610351562
998,2023-03-06 10:00:00,TPB,23.75,23.85,23.7,23.65,23.7,23.649999618530273
999,2023-03-06 11:00:00,TPB,23.7,23.8,23.8,23.7,23.75,23.6200008392334
1000,2023-03-06 13:00:00,TPB,23.8,23.8,23.75,23.7,23.75,23.65999984741211
1001,2023-03-06 14:00:00,TPB,23.7,23.75,23.45,23.45,23.5,23.549999237060547
1002,2023-03-07 09:00:00,TPB,23.7,23.8,23.7,23.4,23.5,23.559999465942383
1003,2023-03-07 10:00:00,TPB,23.7,23.7,23.55,23.45,23.5,23.530000686645508
1004,2023-03-07 11:00:00,TPB,23.55,23.65,23.55,23.5,23.55,23.459999084472656
1005,2023-03-07 13:00:00,TPB,23.55,23.65,23.6,23.45,23.5,23.450000762939453
1006,2023-03-07 14:00:00,TPB,23.6,23.75,23.5,23.4,23.45,23.5
1007,2023-03-08 09:00:00,TPB,23.4,23.5,23.35,23.3,23.35,23.299999237060547
1008,2023-03-08 10:00:00,TPB,23.35,23.45,23.4,23.35,23.4,23.270000457763672
1009,2023-03-08 11:00:00,TPB,23.45,23.45,23.45,23.4,23.45,23.329999923706055
1010,2023-03-08 13:00:00,TPB,23.4,23.75,23.55,23.35,23.4,23.399999618530273
1011,2023-03-08 14:00:00,TPB,23.6,24.0,23.95,23.6,23.65,23.6200008392334
1012,2023-03-09 09:00:00,TPB,24.0,24.1,24.0,23.95,24.0,23.899999618530273
1013,2023-03-09 10:00:00,TPB,24.05,24.15,23.95,23.9,23.95,23.93000030517578
1014,2023-03-09 11:00:00,TPB,24.0,24.05,24.0,23.9,23.95,23.8799991607666
1015,2023-03-09 13:00:00,TPB,24.05,24.1,24.0,23.95,24.0,23.93000030517578
1016,2023-03-09 14:00:00,TPB,24.0,24.55,24.5,23.95,24.0,24.059999465942383
1017,2023-03-10 09:00:00,TPB,24.2,24.45,24.2,24.15,24.2,24.149999618530273
1018,2023-03-10 10:00:00,TPB,24.2,24.3,24.2,24.2,24.25,24.110000610351562
1019,2023-03-10 11:00:00,TPB,24.2,24.2,24.2,24.1,24.15,24.059999465942383
1020,2023-03-10 13:00:00,TPB,24.1,24.2,24.2,23.9,23.95,23.969999313354492
1021,2023-03-10 14:00:00,TPB,24.2,24.2,24.0,24.0,24.05,24.040000915527344
1022,2023-03-13 09:00:00,TPB,23.7,24.05,23.8,23.65,23.7,23.690000534057617
1023,2023-03-13 10:00:00,TPB,23.75,24.45,24.2,23.75,23.85,23.8700008392334
1024,2023-03-13 11:00:00,TPB,24.25,24.6,24.4,24.2,24.25,24.239999771118164
1025,2023-03-13 13:00:00,TPB,24.4,24.4,24.25,24.2,24.25,24.239999771118164
1026,2023-03-13 14:00:00,TPB,24.2,24.35,24.3,24.1,24.15,24.110000610351562
1027,2023-03-14 09:00:00,TPB,24.45,24.45,24.05,24.05,24.1,24.25
1028,2023-03-14 10:00:00,TPB,24.05,24.3,24.25,24.05,24.1,24.020000457763672
