,date,code,open,high,close_ground_truth,first_smallest_price,second_smallest_price,close_predictions
1029,2023-03-14 11:00:00,TPB,24.25,24.25,24.0,23.95,24.0,24.06999969482422
1030,2023-03-14 13:00:00,TPB,24.0,24.3,24.25,23.85,23.9,23.950000762939453
1031,2023-03-14 14:00:00,TPB,24.25,24.35,24.2,24.15,24.2,24.139999389648438
1032,2023-03-15 09:00:00,TPB,24.6,24.65,24.4,24.3,24.35,24.43000030517578
1033,2023-03-15 10:00:00,TPB,24.4,24.55,24.5,24.35,24.4,24.31999969482422
1034,2023-03-15 11:00:00,TPB,24.5,24.6,24.55,24.5,24.55,24.40999984741211
1035,2023-03-15 13:00:00,TPB,24.55,25.1,24.95,24.5,24.55,24.610000610351562
1036,2023-03-15 14:00:00,TPB,24.95,25.0,24.65,24.6,24.65,24.780000686645508
1037,2023-03-16 09:00:00,TPB,24.55,24.6,24.5,24.35,24.4,24.399999618530273
1038,2023-03-16 10:00:00,TPB,24.55,24.6,24.45,24.4,24.45,24.40999984741211
1039,2023-03-16 11:00:00,TPB,24.45,24.5,24.5,24.35,24.4,24.31999969482422
1040,2023-03-16 13:00:00,TPB,24.45,24.9,24.75,24.45,24.5,24.479999542236328
1041,2023-03-16 14:00:00,TPB,24.75,24.75,24.65,24.45,24.5,24.56999969482422
1042,2023-03-17 09:00:00,TPB,24.65,25.1,24.95,24.65,24.7,24.690000534057617
1043,2023-03-17 10:00:00,TPB,24.9,24.95,24.8,24.75,24.8,24.770000457763672
1044,2023-03-17 11:00:00,TPB,24.8,24.8,24.75,24.7,24.75,24.65999984741211
1045,2023-03-17 13:00:00,TPB,24.75,25.0,25.0,24.65,24.7,24.700000762939453
1046,2023-03-17 14:00:00,TPB,25.0,25.5,25.3,24.95,25.0,25.049999237060547
1047,2023-03-20 09:00:00,TPB,22.8,22.8,22.55,22.45,22.5,22.639999389648438
1048,2023-03-20 10:00:00,TPB,22.55,22.55,22.25,22.15,22.2,22.3799991607666
1049,2023-03-20 11:00:00,TPB,22.25,22.3,22.3,22.2,22.25,22.18000030517578
1050,2023-03-20 13:00:00,TPB,22.2,22.25,22.05,21.95,22.0,22.09000015258789
1051,2023-03-20 14:00:00,TPB,22.05,22.1,21.6,21.6,21.9,21.90999984741211
1052,2023-03-21 09:00:00,TPB,21.8,21.95,21.8,21.65,21.7,21.760000228881836
1053,2023-03-21 10:00:00,TPB,21.8,21.8,21.65,21.65,21.7,21.709999084472656
1054,2023-03-21 11:00:00,TPB,21.65,21.7,21.5,21.5,21.55,21.579999923706055
1055,2023-03-21 13:00:00,TPB,21.5,21.75,21.7,21.45,21.5,21.520000457763672
1056,2023-03-21 14:00:00,TPB,21.7,21.8,21.6,21.6,21.65,21.649999618530273
1057,2023-03-22 09:00:00,TPB,21.7,22.0,21.85,21.7,21.75,21.739999771118164
1058,2023-03-22 10:00:00,TPB,21.8,21.95,21.85,21.75,21.8,21.770000457763672
1059,2023-03-22 11:00:00,TPB,21.85,21.85,21.85,21.8,21.85,21.770000457763672
1060,2023-03-22 13:00:00,TPB,21.85,22.15,21.9,21.8,21.85,21.8700008392334
1061,2023-03-22 14:00:00,TPB,21.9,22.0,21.8,21.8,21.85,21.850000381469727
1062,2023-03-23 09:00:00,TPB,21.8,22.1,22.05,21.7,21.75,21.81999969482422
1063,2023-03-23 10:00:00,TPB,22.05,22.05,21.9,21.85,21.9,21.940000534057617
1064,2023-03-23 11:00:00,TPB,21.9,22.1,21.95,21.85,21.9,21.889999389648438
1065,2023-03-23 13:00:00,TPB,21.95,22.1,22.0,21.85,21.9,21.90999984741211
1066,2023-03-23 14:00:00,TPB,22.0,22.15,22.05,21.95,22.0,21.969999313354492
1067,2023-03-24 09:00:00,TPB,22.05,22.2,22.15,22.0,22.05,22.020000457763672
1068,2023-03-24 10:00:00,TPB,22.15,22.15,22.05,22.0,22.05,22.040000915527344
1069,2023-03-24 11:00:00,TPB,22.05,22.1,22.05,22.0,22.05,21.979999542236328
1070,2023-03-24 13:00:00,TPB,22.05,22.2,22.05,22.0,22.05,22.020000457763672
1071,2023-03-24 14:00:00,TPB,22.1,22.1,22.0,21.9,21.95,21.989999771118164
