date,code,open,close,high,2nd_min_price,lowest_price,lowest_prediction
2022-05-13 09:00:00,PHR,59.5,57.0,59.5,55.1,55.0,0.0
2022-05-13 10:00:00,PHR,58.0,57.4,58.5,57.1,57.0,55.0
2022-05-13 11:00:00,PHR,57.4,56.8,57.8,56.6,56.5,56.0
2022-05-13 13:00:00,PHR,56.8,55.9,57.0,55.2,55.1,56.166666666666664
2022-05-13 14:00:00,PHR,55.9,54.8,55.9,54.9,54.8,55.9
2022-05-16 09:00:00,PHR,55.5,57.6,58.6,55.5,55.1,55.68
2022-05-16 10:00:00,PHR,57.5,56.0,57.6,56.0,55.9,55.7
2022-05-16 11:00:00,PHR,56.0,56.4,56.4,56.3,56.0,55.48
2022-05-16 13:00:00,PHR,56.4,54.9,56.4,54.9,54.8,55.66
2022-05-16 14:00:00,PHR,55.0,55.0,56.0,54.9,54.8,55.32
2022-05-17 09:00:00,PHR,55.0,55.0,56.0,54.2,54.0,55.1
2022-05-17 10:00:00,PHR,55.0,57.0,57.0,55.0,54.6,55.0
2022-05-17 11:00:00,PHR,57.0,57.0,57.2,57.0,56.9,56.1
2022-05-17 13:00:00,PHR,57.0,58.8,58.8,57.0,56.9,56.28
2022-05-17 14:00:00,PHR,58.8,58.8,58.8,58.6,58.5,56.46
2022-05-18 09:00:00,PHR,59.0,60.1,60.5,59.1,59.0,56.78
2022-05-18 10:00:00,PHR,60.2,60.5,60.9,60.1,60.0,57.28
2022-05-18 11:00:00,PHR,60.5,60.8,60.9,60.5,60.4,58.28
2022-05-18 13:00:00,PHR,61.0,60.3,61.2,60.2,60.1,58.96
2022-05-18 14:00:00,PHR,60.2,59.9,60.2,59.7,59.6,59.6
2022-05-19 09:00:00,PHR,58.0,58.8,59.4,58.1,58.0,57.58
2022-05-19 10:00:00,PHR,58.9,59.5,59.9,58.8,58.6,59.02
2022-05-19 11:00:00,PHR,59.5,59.8,61.0,59.5,59.3,59.52
2022-05-19 13:00:00,PHR,59.8,59.5,60.0,59.5,59.4,59.3
2022-05-19 14:00:00,PHR,59.4,59.6,59.9,59.1,59.0,59.18
2022-05-20 09:00:00,PHR,60.8,60.6,60.8,60.3,60.2,59.88
2022-05-20 10:00:00,PHR,60.7,61.0,61.6,60.8,60.7,60.06
2022-05-20 11:00:00,PHR,61.0,60.8,61.3,60.8,60.6,60.28
2022-05-20 13:00:00,PHR,60.9,60.5,61.0,60.1,60.0,60.26
2022-05-20 14:00:00,PHR,60.5,60.3,61.0,60.3,60.2,60.14
2022-05-23 09:00:00,PHR,61.5,61.0,61.9,60.9,60.8,60.36
2022-05-23 10:00:00,PHR,61.0,61.3,61.9,61.1,61.0,60.52
2022-05-23 11:00:00,PHR,61.2,61.3,61.3,61.0,60.8,60.7
2022-05-23 13:00:00,PHR,61.3,60.2,61.4,60.3,60.2,60.22
2022-05-23 14:00:00,PHR,60.3,60.3,60.6,60.0,59.9,60.0
2022-05-24 09:00:00,PHR,60.3,60.7,60.7,59.8,59.5,60.14
2022-05-24 10:00:00,PHR,60.5,60.0,60.5,60.0,59.9,59.84
2022-05-24 11:00:00,PHR,60.0,60.4,60.4,60.1,60.0,59.78
2022-05-24 13:00:00,PHR,60.4,60.0,60.4,58.6,58.5,59.44
2022-05-24 14:00:00,PHR,59.8,60.6,60.6,59.3,59.2,59.74
2022-05-25 09:00:00,PHR,61.0,61.0,61.7,61.0,60.9,60.78
