,date,code,open,high,close_ground_truth,first_smallest_price,second_smallest_price,close_predictions
999,2023-03-03 11:00:00,MBB,17.35,17.35,17.25,17.25,17.3,17.31999969482422
1000,2023-03-03 13:00:00,MBB,17.25,17.3,17.25,17.2,17.25,17.25
1001,2023-03-03 14:00:00,MBB,17.3,17.35,17.15,17.15,17.2,17.280000686645508
1002,2023-03-06 09:00:00,MBB,17.4,17.6,17.5,17.35,17.4,17.450000762939453
1003,2023-03-06 10:00:00,MBB,17.5,17.6,17.5,17.45,17.5,17.510000228881836
1004,2023-03-06 11:00:00,MBB,17.5,17.7,17.6,17.45,17.5,17.549999237060547
1005,2023-03-06 13:00:00,MBB,17.6,17.6,17.45,17.45,17.5,17.559999465942383
1006,2023-03-06 14:00:00,MBB,17.45,17.5,17.3,17.3,17.35,17.43000030517578
1007,2023-03-07 09:00:00,MBB,17.4,17.6,17.45,17.4,17.45,17.459999084472656
1008,2023-03-07 10:00:00,MBB,17.45,17.5,17.45,17.4,17.45,17.450000762939453
1009,2023-03-07 11:00:00,MBB,17.45,17.5,17.35,17.35,17.4,17.440000534057617
1010,2023-03-07 13:00:00,MBB,17.35,17.55,17.4,17.35,17.4,17.40999984741211
1011,2023-03-07 14:00:00,MBB,17.45,17.6,17.4,17.35,17.4,17.469999313354492
1012,2023-03-08 09:00:00,MBB,17.3,17.35,17.3,17.2,17.25,17.290000915527344
1013,2023-03-08 10:00:00,MBB,17.25,17.35,17.3,17.2,17.25,17.270000457763672
1014,2023-03-08 11:00:00,MBB,17.3,17.35,17.35,17.25,17.3,17.299999237060547
1015,2023-03-08 13:00:00,MBB,17.3,17.45,17.4,17.3,17.35,17.34000015258789
1016,2023-03-08 14:00:00,MBB,17.4,17.6,17.6,17.35,17.4,17.450000762939453
1017,2023-03-09 09:00:00,MBB,17.65,17.75,17.75,17.65,17.7,17.670000076293945
1018,2023-03-09 10:00:00,MBB,17.75,17.8,17.75,17.6,17.65,17.719999313354492
1019,2023-03-09 11:00:00,MBB,17.75,17.9,17.9,17.75,17.8,17.780000686645508
1020,2023-03-09 13:00:00,MBB,17.9,17.9,17.8,17.7,17.75,17.84000015258789
1021,2023-03-09 14:00:00,MBB,17.85,17.95,17.8,17.75,17.8,17.850000381469727
1022,2023-03-10 09:00:00,MBB,17.8,17.8,17.65,17.6,17.65,17.739999771118164
1023,2023-03-10 10:00:00,MBB,17.7,17.75,17.65,17.65,17.7,17.690000534057617
1024,2023-03-10 11:00:00,MBB,17.7,17.7,17.6,17.6,17.65,17.65999984741211
1025,2023-03-10 13:00:00,MBB,17.6,17.7,17.65,17.6,17.65,17.6200008392334
1026,2023-03-10 14:00:00,MBB,17.65,17.8,17.75,17.6,17.65,17.68000030517578
1027,2023-03-13 09:00:00,MBB,17.35,17.6,17.4,17.35,17.4,17.43000030517578
1028,2023-03-13 10:00:00,MBB,17.4,17.55,17.45,17.4,17.45,17.440000534057617
1029,2023-03-13 11:00:00,MBB,17.5,17.55,17.5,17.45,17.5,17.5
1030,2023-03-13 13:00:00,MBB,17.5,17.6,17.5,17.45,17.5,17.510000228881836
1031,2023-03-13 14:00:00,MBB,17.5,17.55,17.5,17.45,17.5,17.5
1032,2023-03-14 09:00:00,MBB,17.5,17.55,17.4,17.3,17.35,17.469999313354492
1033,2023-03-14 10:00:00,MBB,17.35,17.4,17.3,17.3,17.35,17.350000381469727
1034,2023-03-14 11:00:00,MBB,17.3,17.35,17.3,17.25,17.3,17.299999237060547
1035,2023-03-14 13:00:00,MBB,17.3,17.35,17.3,17.2,17.25,17.290000915527344
1036,2023-03-14 14:00:00,MBB,17.3,17.3,17.2,17.2,17.25,17.280000686645508
1037,2023-03-15 09:00:00,MBB,17.6,17.6,17.5,17.5,17.55,17.56999969482422
1038,2023-03-15 10:00:00,MBB,17.5,17.7,17.65,17.5,17.55,17.549999237060547
1039,2023-03-15 11:00:00,MBB,17.65,17.7,17.65,17.6,17.65,17.639999389648438
1040,2023-03-15 13:00:00,MBB,17.65,17.85,17.75,17.65,17.7,17.700000762939453
1041,2023-03-15 14:00:00,MBB,17.75,17.85,17.8,17.75,17.8,17.760000228881836
1042,2023-03-16 09:00:00,MBB,17.7,17.7,17.6,17.5,17.55,17.649999618530273
1043,2023-03-16 10:00:00,MBB,17.6,17.6,17.55,17.5,17.55,17.56999969482422
1044,2023-03-16 11:00:00,MBB,17.55,17.55,17.5,17.5,17.55,17.530000686645508
1045,2023-03-16 13:00:00,MBB,17.5,17.6,17.6,17.45,17.5,17.510000228881836
1046,2023-03-16 14:00:00,MBB,17.6,17.6,17.45,17.4,17.45,17.549999237060547
1047,2023-03-17 09:00:00,MBB,17.7,17.7,17.6,17.6,17.65,17.65999984741211
1048,2023-03-17 10:00:00,MBB,17.65,17.65,17.55,17.55,17.6,17.6200008392334
1049,2023-03-17 11:00:00,MBB,17.55,17.6,17.55,17.55,17.6,17.549999237060547
1050,2023-03-17 13:00:00,MBB,17.6,17.6,17.5,17.45,17.5,17.559999465942383
1051,2023-03-17 14:00:00,MBB,17.55,17.6,17.45,17.45,17.5,17.540000915527344
1052,2023-03-20 09:00:00,MBB,17.6,17.6,17.5,17.45,17.5,17.559999465942383
1053,2023-03-20 10:00:00,MBB,17.55,17.55,17.4,17.4,17.45,17.510000228881836
1054,2023-03-20 11:00:00,MBB,17.4,17.5,17.4,17.4,17.45,17.420000076293945
1055,2023-03-20 13:00:00,MBB,17.4,17.45,17.35,17.35,17.4,17.399999618530273
1056,2023-03-20 14:00:00,MBB,17.4,17.45,17.3,17.3,17.35,17.389999389648438
1057,2023-03-21 09:00:00,MBB,17.45,17.5,17.35,17.3,17.35,17.43000030517578
1058,2023-03-21 10:00:00,MBB,17.35,17.4,17.3,17.25,17.3,17.34000015258789
1059,2023-03-21 11:00:00,MBB,17.3,17.3,17.25,17.2,17.25,17.280000686645508
1060,2023-03-21 13:00:00,MBB,17.25,17.35,17.3,17.2,17.25,17.270000457763672
1061,2023-03-21 14:00:00,MBB,17.3,17.4,17.35,17.2,17.25,17.309999465942383
1062,2023-03-22 09:00:00,MBB,17.5,17.5,17.45,17.4,17.45,17.469999313354492
1063,2023-03-22 10:00:00,MBB,17.45,17.5,17.45,17.4,17.45,17.450000762939453
1064,2023-03-22 11:00:00,MBB,17.4,17.55,17.5,17.4,17.45,17.440000534057617
1065,2023-03-22 13:00:00,MBB,17.55,17.55,17.4,17.35,17.4,17.5
1066,2023-03-22 14:00:00,MBB,17.4,17.45,17.4,17.35,17.4,17.399999618530273
1067,2023-03-23 09:00:00,MBB,17.3,17.45,17.4,17.3,17.35,17.34000015258789
1068,2023-03-23 10:00:00,MBB,17.4,17.45,17.35,17.35,17.4,17.399999618530273
1069,2023-03-23 11:00:00,MBB,17.35,17.4,17.4,17.3,17.35,17.350000381469727
1070,2023-03-23 13:00:00,MBB,17.4,17.45,17.4,17.3,17.35,17.389999389648438
1071,2023-03-23 14:00:00,MBB,17.45,17.45,17.4,17.35,17.4,17.420000076293945
1072,2023-03-24 09:00:00,MBB,17.7,17.95,17.8,17.6,17.65,17.75
1073,2023-03-24 10:00:00,MBB,17.8,17.85,17.75,17.75,17.8,17.790000915527344
1074,2023-03-24 11:00:00,MBB,17.75,17.8,17.8,17.7,17.75,17.739999771118164
1075,2023-03-24 13:00:00,MBB,17.8,17.95,17.9,17.75,17.8,17.81999969482422
1076,2023-03-24 14:00:00,MBB,17.9,17.95,17.75,17.75,17.8,17.8700008392334
